Age,Gender,Work hours,Screen time,Sleep time,Exercise frequency,Mood Stability,Fatigue level,Headache,Social Connections,Work Stress,Personal Time Satisfaction,Overall_Balance_Score,Sleep_Hours
45 - 60,Female,More than 10 hours,4 - 6 hours,4 - 6 hours,3 - 4 times per week,Neutral,Exhausted,Never,Weak,Low,Average,0,6.392230924267265
30 - 45,Male,7 - 8 hours,2 - 4 hours,6 - 8 hours,1 - 2 times per week,Neutral,Often tired,Sometimes,Moderate,High,Good,1,7.30289869228419
22 - 30,Male,9 - 10 hours,Less than 2 hours,Less than 4 hours,3 - 4 times per week,Neutral,Exhausted,Frequently,Weak,Medium,Average,0,5.246618632559506
16 - 21,Male,7 - 8 hours,Less than 2 hours,4 - 6 hours,3 - 4 times per week,Unstable,Fresh,Sometimes,Weak,High,Good,0,5.041489346287108
45 - 60,Male,More than 10 hours,2 - 4 hours,Less than 4 hours,Never,Stable,Often tired,Frequently,Weak,High,Good,0,5.787999086478031
45 - 60,Female,7 - 8 hours,Less than 2 hours,4 - 6 hours,Never,Unstable,Often tired,Frequently,Weak,Medium,Good,0,5.317468342196193
45 - 60,Female,9 - 10 hours,2 - 4 hours,6 - 8 hours,Never,Stable,Often tired,Sometimes,Weak,Low,Good,1,6.335393757779179
30 - 45,Female,7 - 8 hours,More than 6 hours,More than 8 hours,1 - 2 times per week,Unstable,Occasionally tired,Sometimes,Moderate,High,Average,0,4.55077271132069
45 - 60,Male,9 - 10 hours,2 - 4 hours,4 - 6 hours,Never,Neutral,Occasionally tired,Frequently,Weak,Medium,Poor,0,4.812305194732381
45 - 60,Female,9 - 10 hours,More than 6 hours,More than 8 hours,Never,Neutral,Exhausted,Frequently,Moderate,Low,Poor,1,7.444833809160917
45 - 60,Male,7 - 8 hours,2 - 4 hours,4 - 6 hours,1 - 2 times per week,Neutral,Often tired,Sometimes,Strong,High,Poor,0,5.9319444576947955
22 - 30,Female,7 - 8 hours,4 - 6 hours,Less than 4 hours,1 - 2 times per week,Unstable,Often tired,Never,Weak,Medium,Average,0,5.817847883820303
30 - 45,Male,Less than 7 hours,4 - 6 hours,Less than 4 hours,Daily,Stable,Fresh,Sometimes,Moderate,High,Poor,1,6.018231712034725
45 - 60,Male,More than 10 hours,More than 6 hours,4 - 6 hours,Never,Stable,Exhausted,Frequently,Strong,Medium,Average,0,4.554191985006967
16 - 21,Female,9 - 10 hours,More than 6 hours,More than 8 hours,Never,Neutral,Fresh,Sometimes,Strong,Medium,Average,1,7.454818240061458
16 - 21,Female,Less than 7 hours,4 - 6 hours,6 - 8 hours,Never,Neutral,Exhausted,Never,Strong,High,Average,0,4.943944323865899
16 - 21,Female,7 - 8 hours,More than 6 hours,6 - 8 hours,Daily,Neutral,Exhausted,Sometimes,Moderate,High,Poor,1,6.064739867925864
30 - 45,Female,More than 10 hours,2 - 4 hours,Less than 4 hours,Never,Neutral,Occasionally tired,Frequently,Weak,Medium,Poor,0,4.962149593176143
30 - 45,Male,Less than 7 hours,2 - 4 hours,6 - 8 hours,Daily,Stable,Occasionally tired,Sometimes,Weak,Low,Poor,2,7.64640586404151
16 - 21,Female,9 - 10 hours,4 - 6 hours,Less than 4 hours,3 - 4 times per week,Unstable,Fresh,Frequently,Moderate,High,Good,0,5.843785487197457
45 - 60,Female,Less than 7 hours,Less than 2 hours,6 - 8 hours,Daily,Unstable,Exhausted,Frequently,Weak,Medium,Average,1,7.3367146705471065
30 - 45,Female,9 - 10 hours,2 - 4 hours,4 - 6 hours,3 - 4 times per week,Unstable,Often tired,Sometimes,Moderate,Medium,Good,0,4.539421075508728
16 - 21,Male,7 - 8 hours,More than 6 hours,Less than 4 hours,Never,Unstable,Occasionally tired,Frequently,Weak,Low,Average,0,4.708217163969148
16 - 21,Male,More than 10 hours,Less than 2 hours,Less than 4 hours,3 - 4 times per week,Neutral,Often tired,Frequently,Strong,Low,Poor,0,6.099832170746379
45 - 60,Female,More than 10 hours,Less than 2 hours,4 - 6 hours,Daily,Neutral,Fresh,Never,Weak,Low,Average,1,6.79155166362945
22 - 30,Male,More than 10 hours,2 - 4 hours,Less than 4 hours,1 - 2 times per week,Neutral,Occasionally tired,Never,Moderate,High,Average,0,4.857089324108667
30 - 45,Female,7 - 8 hours,2 - 4 hours,6 - 8 hours,3 - 4 times per week,Unstable,Occasionally tired,Never,Moderate,Medium,Good,2,8.037581243486732
45 - 60,Male,9 - 10 hours,Less than 2 hours,6 - 8 hours,3 - 4 times per week,Neutral,Exhausted,Never,Strong,Medium,Average,1,7.48944719417895
16 - 21,Male,7 - 8 hours,Less than 2 hours,Less than 4 hours,Never,Neutral,Fresh,Frequently,Moderate,Medium,Poor,0,5.805492215703749
16 - 21,Male,More than 10 hours,4 - 6 hours,6 - 8 hours,Daily,Stable,Exhausted,Sometimes,Weak,Low,Average,1,6.110694847103098
45 - 60,Male,7 - 8 hours,More than 6 hours,More than 8 hours,3 - 4 times per week,Stable,Occasionally tired,Frequently,Weak,Medium,Average,2,8.406037917790355
30 - 45,Female,7 - 8 hours,4 - 6 hours,Less than 4 hours,3 - 4 times per week,Neutral,Fresh,Frequently,Strong,High,Average,1,6.830781426601981
22 - 30,Female,7 - 8 hours,2 - 4 hours,4 - 6 hours,3 - 4 times per week,Stable,Occasionally tired,Frequently,Moderate,Low,Good,2,7.727259204758588
22 - 30,Female,9 - 10 hours,4 - 6 hours,More than 8 hours,3 - 4 times per week,Stable,Fresh,Sometimes,Strong,Low,Average,2,8.943564165441922
16 - 21,Male,Less than 7 hours,4 - 6 hours,Less than 4 hours,1 - 2 times per week,Neutral,Occasionally tired,Never,Weak,Low,Average,1,7.453953803428648
30 - 45,Female,Less than 7 hours,4 - 6 hours,4 - 6 hours,Daily,Neutral,Often tired,Frequently,Strong,Low,Good,2,8.924894589884222
22 - 30,Female,7 - 8 hours,4 - 6 hours,6 - 8 hours,Never,Neutral,Often tired,Frequently,Moderate,High,Good,1,6.784646766255223
30 - 45,Female,Less than 7 hours,More than 6 hours,4 - 6 hours,Never,Neutral,Exhausted,Never,Strong,Medium,Good,1,6.944097957202894
30 - 45,Male,Less than 7 hours,More than 6 hours,More than 8 hours,1 - 2 times per week,Unstable,Often tired,Frequently,Moderate,High,Good,0,4.976365562093453
16 - 21,Male,7 - 8 hours,Less than 2 hours,6 - 8 hours,Daily,Unstable,Occasionally tired,Sometimes,Moderate,Medium,Poor,1,7.043623033476926
22 - 30,Male,7 - 8 hours,2 - 4 hours,Less than 4 hours,3 - 4 times per week,Neutral,Occasionally tired,Frequently,Weak,High,Poor,0,4.69888278551869
45 - 60,Female,More than 10 hours,4 - 6 hours,6 - 8 hours,1 - 2 times per week,Stable,Often tired,Frequently,Weak,Low,Average,0,4.986344381998908
16 - 21,Female,Less than 7 hours,Less than 2 hours,Less than 4 hours,Daily,Neutral,Exhausted,Never,Weak,Low,Poor,1,6.681811597151659
22 - 30,Female,9 - 10 hours,Less than 2 hours,Less than 4 hours,3 - 4 times per week,Neutral,Often tired,Frequently,Moderate,High,Average,0,5.944533863711318
22 - 30,Male,7 - 8 hours,Less than 2 hours,4 - 6 hours,1 - 2 times per week,Stable,Fresh,Frequently,Strong,High,Poor,0,6.2113929362125715
22 - 30,Male,More than 10 hours,More than 6 hours,4 - 6 hours,Daily,Unstable,Fresh,Sometimes,Moderate,Medium,Good,1,6.941337120126095
22 - 30,Female,9 - 10 hours,4 - 6 hours,4 - 6 hours,Never,Neutral,Fresh,Never,Weak,High,Good,0,6.160439729133984
22 - 30,Male,Less than 7 hours,4 - 6 hours,More than 8 hours,Never,Neutral,Often tired,Never,Weak,High,Poor,0,5.29436705923691
30 - 45,Male,More than 10 hours,2 - 4 hours,More than 8 hours,Daily,Unstable,Often tired,Sometimes,Strong,Medium,Poor,0,5.836170273141292
16 - 21,Male,7 - 8 hours,4 - 6 hours,4 - 6 hours,Never,Unstable,Often tired,Frequently,Weak,Medium,Average,0,4.909968590831642
30 - 45,Male,9 - 10 hours,4 - 6 hours,More than 8 hours,Daily,Stable,Fresh,Never,Weak,Medium,Average,1,6.876471467884651
45 - 60,Female,7 - 8 hours,Less than 2 hours,6 - 8 hours,3 - 4 times per week,Unstable,Exhausted,Never,Weak,High,Average,0,5.0862954605220265
22 - 30,Male,Less than 7 hours,2 - 4 hours,6 - 8 hours,Daily,Unstable,Occasionally tired,Frequently,Strong,Medium,Good,2,7.503564591650728
16 - 21,Male,9 - 10 hours,4 - 6 hours,More than 8 hours,3 - 4 times per week,Unstable,Often tired,Frequently,Moderate,Low,Good,1,7.351737015736483
22 - 30,Male,Less than 7 hours,More than 6 hours,More than 8 hours,1 - 2 times per week,Stable,Exhausted,Never,Weak,Low,Good,2,7.994497011784771
16 - 21,Male,Less than 7 hours,4 - 6 hours,6 - 8 hours,Daily,Unstable,Occasionally tired,Frequently,Strong,Low,Good,2,7.601756619633539
30 - 45,Female,More than 10 hours,Less than 2 hours,Less than 4 hours,1 - 2 times per week,Unstable,Occasionally tired,Never,Weak,High,Average,0,6.29267163704224
16 - 21,Female,7 - 8 hours,More than 6 hours,6 - 8 hours,Never,Stable,Occasionally tired,Frequently,Strong,Low,Good,2,7.569680988754936
45 - 60,Male,9 - 10 hours,Less than 2 hours,6 - 8 hours,3 - 4 times per week,Unstable,Exhausted,Frequently,Weak,High,Good,0,4.526003847021472
45 - 60,Male,Less than 7 hours,4 - 6 hours,More than 8 hours,Daily,Unstable,Exhausted,Sometimes,Strong,High,Good,1,6.068169570512187
16 - 21,Male,Less than 7 hours,More than 6 hours,6 - 8 hours,1 - 2 times per week,Stable,Fresh,Frequently,Weak,Low,Good,2,7.073773894709065
16 - 21,Male,9 - 10 hours,2 - 4 hours,More than 8 hours,3 - 4 times per week,Neutral,Exhausted,Sometimes,Moderate,Medium,Poor,1,6.4214447843883455
16 - 21,Male,Less than 7 hours,2 - 4 hours,More than 8 hours,3 - 4 times per week,Stable,Exhausted,Frequently,Weak,High,Average,0,4.671017061708936
16 - 21,Male,More than 10 hours,More than 6 hours,4 - 6 hours,Never,Unstable,Exhausted,Never,Strong,Low,Average,0,4.915772510292054
45 - 60,Female,More than 10 hours,More than 6 hours,6 - 8 hours,Never,Unstable,Occasionally tired,Never,Weak,High,Good,0,4.553064407747639
22 - 30,Male,More than 10 hours,Less than 2 hours,Less than 4 hours,3 - 4 times per week,Unstable,Often tired,Frequently,Moderate,Medium,Poor,0,4.862870870179595
16 - 21,Female,More than 10 hours,More than 6 hours,4 - 6 hours,3 - 4 times per week,Stable,Fresh,Frequently,Weak,Medium,Average,1,7.425617226114838
16 - 21,Female,Less than 7 hours,Less than 2 hours,More than 8 hours,Daily,Unstable,Often tired,Never,Strong,Low,Average,2,8.219128667959794
45 - 60,Male,9 - 10 hours,4 - 6 hours,More than 8 hours,3 - 4 times per week,Unstable,Often tired,Frequently,Strong,High,Good,0,5.666083121939384
45 - 60,Female,9 - 10 hours,Less than 2 hours,Less than 4 hours,Daily,Stable,Exhausted,Sometimes,Moderate,High,Good,0,5.342849101184996
30 - 45,Female,9 - 10 hours,More than 6 hours,More than 8 hours,3 - 4 times per week,Neutral,Fresh,Sometimes,Strong,High,Average,1,7.3353956758363745
16 - 21,Female,9 - 10 hours,More than 6 hours,6 - 8 hours,Never,Neutral,Often tired,Sometimes,Weak,High,Average,0,6.28534342215395
30 - 45,Female,7 - 8 hours,4 - 6 hours,4 - 6 hours,Daily,Unstable,Often tired,Sometimes,Weak,Low,Poor,0,6.134887123476882
45 - 60,Female,9 - 10 hours,More than 6 hours,More than 8 hours,1 - 2 times per week,Stable,Fresh,Sometimes,Weak,Medium,Average,1,6.683485129178569
45 - 60,Female,7 - 8 hours,More than 6 hours,More than 8 hours,Never,Unstable,Exhausted,Frequently,Strong,Low,Average,1,6.930198896702305
22 - 30,Male,7 - 8 hours,2 - 4 hours,Less than 4 hours,Daily,Stable,Often tired,Frequently,Weak,High,Good,1,6.416071774471699
16 - 21,Female,More than 10 hours,2 - 4 hours,6 - 8 hours,Daily,Stable,Occasionally tired,Sometimes,Weak,High,Average,0,5.183634703395752
30 - 45,Female,7 - 8 hours,4 - 6 hours,More than 8 hours,1 - 2 times per week,Neutral,Often tired,Frequently,Weak,Medium,Good,2,8.005358046457722
45 - 60,Female,Less than 7 hours,Less than 2 hours,Less than 4 hours,Daily,Neutral,Occasionally tired,Frequently,Moderate,High,Average,1,6.282181739585642
45 - 60,Male,7 - 8 hours,2 - 4 hours,More than 8 hours,3 - 4 times per week,Stable,Exhausted,Sometimes,Strong,Low,Average,2,7.1029575024999785
30 - 45,Female,More than 10 hours,Less than 2 hours,Less than 4 hours,1 - 2 times per week,Unstable,Often tired,Frequently,Strong,Low,Average,0,5.018846866862585
22 - 30,Male,7 - 8 hours,More than 6 hours,Less than 4 hours,Never,Neutral,Fresh,Frequently,Strong,Medium,Poor,1,6.695547607409973
45 - 60,Female,Less than 7 hours,2 - 4 hours,6 - 8 hours,Never,Unstable,Fresh,Frequently,Moderate,Low,Good,2,7.557292928473223
16 - 21,Male,Less than 7 hours,4 - 6 hours,More than 8 hours,3 - 4 times per week,Neutral,Often tired,Sometimes,Strong,Low,Poor,2,8.816531771933308
45 - 60,Male,Less than 7 hours,4 - 6 hours,6 - 8 hours,Never,Neutral,Exhausted,Frequently,Moderate,Low,Average,1,6.5300283420390794
16 - 21,Female,More than 10 hours,4 - 6 hours,Less than 4 hours,Daily,Unstable,Exhausted,Never,Moderate,Low,Poor,0,5.259384816334534
30 - 45,Female,More than 10 hours,2 - 4 hours,4 - 6 hours,Daily,Neutral,Fresh,Never,Strong,High,Good,1,6.8754841677763086
16 - 21,Male,9 - 10 hours,Less than 2 hours,More than 8 hours,3 - 4 times per week,Neutral,Often tired,Sometimes,Weak,Low,Average,1,6.116601955447477
30 - 45,Female,More than 10 hours,More than 6 hours,4 - 6 hours,Never,Unstable,Exhausted,Never,Weak,Medium,Poor,0,5.680589885029615
16 - 21,Male,Less than 7 hours,Less than 2 hours,More than 8 hours,Never,Neutral,Fresh,Sometimes,Strong,Medium,Poor,1,7.46159221149925
30 - 45,Male,Less than 7 hours,Less than 2 hours,6 - 8 hours,3 - 4 times per week,Neutral,Occasionally tired,Never,Strong,Low,Good,2,7.479123781333945
16 - 21,Male,More than 10 hours,More than 6 hours,6 - 8 hours,1 - 2 times per week,Neutral,Often tired,Never,Moderate,Medium,Poor,0,5.0361272816457525
22 - 30,Male,7 - 8 hours,More than 6 hours,6 - 8 hours,Never,Unstable,Occasionally tired,Never,Strong,Low,Good,2,7.289789744182446
16 - 21,Male,More than 10 hours,2 - 4 hours,6 - 8 hours,1 - 2 times per week,Stable,Occasionally tired,Sometimes,Moderate,Medium,Average,1,7.479316116719405
16 - 21,Female,More than 10 hours,2 - 4 hours,6 - 8 hours,Never,Unstable,Exhausted,Sometimes,Strong,Medium,Average,0,5.748297815698268
22 - 30,Male,Less than 7 hours,2 - 4 hours,4 - 6 hours,Never,Stable,Exhausted,Frequently,Weak,Low,Poor,0,5.318823304382481
45 - 60,Male,9 - 10 hours,2 - 4 hours,6 - 8 hours,Never,Neutral,Exhausted,Sometimes,Weak,Low,Average,0,5.604094361703961
45 - 60,Female,Less than 7 hours,2 - 4 hours,Less than 4 hours,Never,Stable,Often tired,Never,Strong,High,Average,0,5.372253058270633
16 - 21,Male,9 - 10 hours,More than 6 hours,Less than 4 hours,Daily,Unstable,Occasionally tired,Never,Moderate,Low,Poor,0,5.088931519083835
22 - 30,Female,Less than 7 hours,Less than 2 hours,4 - 6 hours,1 - 2 times per week,Unstable,Often tired,Sometimes,Weak,Low,Average,0,6.396906613924314
16 - 21,Female,More than 10 hours,2 - 4 hours,More than 8 hours,1 - 2 times per week,Neutral,Exhausted,Sometimes,Moderate,High,Poor,0,6.027211588319521
30 - 45,Female,Less than 7 hours,2 - 4 hours,Less than 4 hours,Never,Stable,Occasionally tired,Sometimes,Strong,Low,Good,2,7.978905520555126
30 - 45,Male,Less than 7 hours,Less than 2 hours,More than 8 hours,Never,Neutral,Often tired,Frequently,Strong,Low,Good,2,8.9713009082212
16 - 21,Male,Less than 7 hours,2 - 4 hours,4 - 6 hours,1 - 2 times per week,Neutral,Often tired,Never,Weak,High,Good,0,4.780226351532905
45 - 60,Male,More than 10 hours,Less than 2 hours,More than 8 hours,Daily,Unstable,Fresh,Frequently,Strong,Low,Poor,2,7.484110543023001
45 - 60,Female,More than 10 hours,Less than 2 hours,More than 8 hours,3 - 4 times per week,Stable,Often tired,Frequently,Weak,Low,Poor,1,7.047242571029617
16 - 21,Male,More than 10 hours,More than 6 hours,More than 8 hours,3 - 4 times per week,Stable,Exhausted,Never,Moderate,High,Average,0,6.236935951795825
16 - 21,Female,More than 10 hours,4 - 6 hours,More than 8 hours,1 - 2 times per week,Stable,Often tired,Never,Weak,High,Average,0,5.474862396499027
30 - 45,Male,9 - 10 hours,More than 6 hours,4 - 6 hours,Never,Stable,Occasionally tired,Sometimes,Weak,Medium,Average,0,6.289104453788183
45 - 60,Female,9 - 10 hours,4 - 6 hours,Less than 4 hours,Never,Neutral,Often tired,Sometimes,Moderate,Low,Average,0,6.099710511894631
16 - 21,Male,7 - 8 hours,4 - 6 hours,6 - 8 hours,Daily,Neutral,Fresh,Frequently,Weak,Medium,Average,2,8.344271094811758
30 - 45,Male,More than 10 hours,4 - 6 hours,More than 8 hours,3 - 4 times per week,Unstable,Occasionally tired,Sometimes,Weak,Medium,Poor,1,6.804144549516181
45 - 60,Male,9 - 10 hours,2 - 4 hours,Less than 4 hours,Daily,Neutral,Occasionally tired,Sometimes,Strong,High,Poor,1,6.464291424429492
22 - 30,Female,Less than 7 hours,More than 6 hours,Less than 4 hours,3 - 4 times per week,Neutral,Fresh,Never,Moderate,Low,Good,2,8.523239230657435
30 - 45,Female,More than 10 hours,4 - 6 hours,4 - 6 hours,1 - 2 times per week,Unstable,Exhausted,Never,Weak,Low,Good,0,5.350427008938467
45 - 60,Male,7 - 8 hours,Less than 2 hours,Less than 4 hours,3 - 4 times per week,Unstable,Occasionally tired,Sometimes,Moderate,High,Good,0,4.544938616640235
45 - 60,Male,7 - 8 hours,2 - 4 hours,4 - 6 hours,Daily,Unstable,Exhausted,Never,Moderate,Medium,Good,1,7.220692529560423
30 - 45,Female,7 - 8 hours,More than 6 hours,More than 8 hours,Daily,Neutral,Occasionally tired,Sometimes,Weak,High,Poor,2,7.4752750879848
22 - 30,Female,Less than 7 hours,4 - 6 hours,More than 8 hours,Daily,Neutral,Occasionally tired,Never,Strong,Low,Poor,2,8.456432697223718
30 - 45,Female,9 - 10 hours,Less than 2 hours,6 - 8 hours,1 - 2 times per week,Unstable,Exhausted,Never,Moderate,High,Poor,0,5.037354718769892
45 - 60,Male,Less than 7 hours,More than 6 hours,6 - 8 hours,3 - 4 times per week,Unstable,Occasionally tired,Never,Weak,Low,Average,2,7.735566265438506
16 - 21,Female,More than 10 hours,More than 6 hours,6 - 8 hours,3 - 4 times per week,Unstable,Exhausted,Never,Moderate,Medium,Average,0,5.583268429321734
16 - 21,Male,7 - 8 hours,2 - 4 hours,Less than 4 hours,Daily,Neutral,Fresh,Sometimes,Strong,Low,Good,2,8.264611661187159
30 - 45,Female,Less than 7 hours,More than 6 hours,More than 8 hours,3 - 4 times per week,Neutral,Exhausted,Frequently,Strong,Medium,Average,1,7.027096758830819
45 - 60,Male,Less than 7 hours,2 - 4 hours,4 - 6 hours,Never,Stable,Fresh,Never,Strong,Medium,Poor,1,6.243925409017337
16 - 21,Female,9 - 10 hours,4 - 6 hours,6 - 8 hours,Never,Neutral,Occasionally tired,Sometimes,Weak,Low,Good,2,8.26705942152179
45 - 60,Female,9 - 10 hours,2 - 4 hours,4 - 6 hours,Never,Neutral,Exhausted,Sometimes,Weak,Low,Good,1,7.366390776740763
30 - 45,Female,7 - 8 hours,Less than 2 hours,4 - 6 hours,3 - 4 times per week,Neutral,Occasionally tired,Never,Strong,Medium,Average,1,7.233805864384753
16 - 21,Female,Less than 7 hours,2 - 4 hours,6 - 8 hours,1 - 2 times per week,Unstable,Exhausted,Frequently,Weak,High,Good,0,5.7669564396522945
45 - 60,Female,Less than 7 hours,Less than 2 hours,More than 8 hours,1 - 2 times per week,Neutral,Fresh,Never,Strong,Low,Average,2,8.071549368149517
16 - 21,Male,9 - 10 hours,2 - 4 hours,6 - 8 hours,1 - 2 times per week,Unstable,Fresh,Sometimes,Weak,Medium,Average,0,5.015775370866405
30 - 45,Female,Less than 7 hours,More than 6 hours,4 - 6 hours,1 - 2 times per week,Stable,Exhausted,Frequently,Strong,Medium,Good,1,7.424699869937886
45 - 60,Female,Less than 7 hours,4 - 6 hours,6 - 8 hours,Never,Stable,Fresh,Sometimes,Moderate,High,Average,1,7.08857926258254
16 - 21,Female,Less than 7 hours,Less than 2 hours,4 - 6 hours,Never,Unstable,Occasionally tired,Never,Strong,Low,Average,1,6.920122793903685
30 - 45,Male,9 - 10 hours,2 - 4 hours,4 - 6 hours,Daily,Unstable,Occasionally tired,Frequently,Strong,Medium,Average,0,4.778712148145648
16 - 21,Female,7 - 8 hours,2 - 4 hours,6 - 8 hours,3 - 4 times per week,Unstable,Often tired,Sometimes,Weak,High,Average,0,6.1698604735985985
16 - 21,Male,More than 10 hours,2 - 4 hours,Less than 4 hours,3 - 4 times per week,Neutral,Fresh,Sometimes,Weak,Medium,Good,1,6.627364554435928
22 - 30,Female,7 - 8 hours,More than 6 hours,6 - 8 hours,1 - 2 times per week,Stable,Occasionally tired,Sometimes,Weak,Low,Poor,2,7.180579540108816
22 - 30,Female,More than 10 hours,More than 6 hours,Less than 4 hours,Never,Unstable,Exhausted,Never,Weak,High,Poor,0,6.468804361407104
30 - 45,Male,Less than 7 hours,Less than 2 hours,4 - 6 hours,1 - 2 times per week,Neutral,Fresh,Frequently,Weak,Medium,Average,1,7.39909272503102
22 - 30,Female,7 - 8 hours,Less than 2 hours,4 - 6 hours,Daily,Stable,Occasionally tired,Never,Weak,High,Average,0,5.551380364605372
30 - 45,Male,More than 10 hours,More than 6 hours,Less than 4 hours,3 - 4 times per week,Neutral,Fresh,Never,Moderate,Low,Average,1,7.299095834250613
22 - 30,Male,9 - 10 hours,Less than 2 hours,4 - 6 hours,3 - 4 times per week,Stable,Exhausted,Never,Strong,High,Poor,0,4.843358571696607
16 - 21,Female,9 - 10 hours,4 - 6 hours,Less than 4 hours,1 - 2 times per week,Neutral,Occasionally tired,Frequently,Strong,Low,Average,0,5.044614653038738
30 - 45,Male,7 - 8 hours,4 - 6 hours,Less than 4 hours,Daily,Stable,Often tired,Never,Strong,Medium,Good,1,6.067828005159284
30 - 45,Female,7 - 8 hours,More than 6 hours,4 - 6 hours,3 - 4 times per week,Stable,Often tired,Never,Moderate,Low,Good,2,8.670604991178475
16 - 21,Female,Less than 7 hours,Less than 2 hours,More than 8 hours,Daily,Neutral,Fresh,Never,Strong,Medium,Good,2,7.641560129943471
30 - 45,Male,7 - 8 hours,2 - 4 hours,Less than 4 hours,Daily,Unstable,Exhausted,Never,Moderate,Medium,Poor,0,4.536781353094933
30 - 45,Male,Less than 7 hours,4 - 6 hours,6 - 8 hours,1 - 2 times per week,Stable,Occasionally tired,Sometimes,Moderate,Low,Average,2,7.373037020799709
22 - 30,Male,Less than 7 hours,More than 6 hours,6 - 8 hours,Never,Unstable,Exhausted,Never,Moderate,Medium,Average,0,6.328597613120998
30 - 45,Male,9 - 10 hours,Less than 2 hours,4 - 6 hours,1 - 2 times per week,Neutral,Occasionally tired,Sometimes,Strong,High,Average,0,4.735502165780282
45 - 60,Female,9 - 10 hours,More than 6 hours,More than 8 hours,Never,Unstable,Fresh,Never,Moderate,Medium,Poor,0,5.653032951028507
16 - 21,Female,More than 10 hours,2 - 4 hours,4 - 6 hours,Daily,Unstable,Occasionally tired,Frequently,Strong,Low,Poor,0,5.048110441374412
22 - 30,Male,9 - 10 hours,4 - 6 hours,More than 8 hours,Never,Unstable,Exhausted,Sometimes,Strong,High,Poor,0,5.608356005031586
22 - 30,Female,9 - 10 hours,More than 6 hours,Less than 4 hours,Daily,Unstable,Exhausted,Sometimes,Weak,High,Poor,0,5.802840776703729
45 - 60,Female,7 - 8 hours,More than 6 hours,Less than 4 hours,3 - 4 times per week,Unstable,Fresh,Sometimes,Weak,Medium,Good,1,6.039550461745878
16 - 21,Female,9 - 10 hours,More than 6 hours,Less than 4 hours,3 - 4 times per week,Stable,Exhausted,Sometimes,Moderate,Medium,Poor,0,6.159483607414403
16 - 21,Female,More than 10 hours,2 - 4 hours,Less than 4 hours,3 - 4 times per week,Stable,Occasionally tired,Frequently,Moderate,Low,Poor,1,6.5646950503170745
22 - 30,Male,7 - 8 hours,More than 6 hours,6 - 8 hours,1 - 2 times per week,Stable,Fresh,Never,Strong,High,Poor,1,7.215829996172749
30 - 45,Male,More than 10 hours,2 - 4 hours,6 - 8 hours,1 - 2 times per week,Neutral,Occasionally tired,Sometimes,Moderate,Low,Average,1,7.480914193972417
22 - 30,Female,9 - 10 hours,2 - 4 hours,4 - 6 hours,Daily,Unstable,Exhausted,Frequently,Moderate,Medium,Average,0,4.912842543521206
16 - 21,Male,More than 10 hours,2 - 4 hours,More than 8 hours,3 - 4 times per week,Stable,Fresh,Sometimes,Strong,High,Average,1,6.225625336655292
45 - 60,Male,7 - 8 hours,4 - 6 hours,Less than 4 hours,1 - 2 times per week,Neutral,Occasionally tired,Never,Moderate,Low,Good,2,7.081550283109528
22 - 30,Male,Less than 7 hours,4 - 6 hours,Less than 4 hours,3 - 4 times per week,Stable,Exhausted,Sometimes,Moderate,Low,Good,2,8.181785886376483
16 - 21,Female,More than 10 hours,More than 6 hours,More than 8 hours,1 - 2 times per week,Stable,Exhausted,Frequently,Strong,Low,Poor,1,6.891196073028203
22 - 30,Female,More than 10 hours,More than 6 hours,More than 8 hours,Never,Unstable,Often tired,Never,Strong,Low,Average,0,4.521991657316961
30 - 45,Female,7 - 8 hours,4 - 6 hours,4 - 6 hours,Never,Neutral,Exhausted,Frequently,Weak,Low,Good,1,6.571336284946533
22 - 30,Male,7 - 8 hours,Less than 2 hours,More than 8 hours,3 - 4 times per week,Unstable,Occasionally tired,Never,Strong,High,Average,1,7.454871596721905
22 - 30,Female,More than 10 hours,4 - 6 hours,Less than 4 hours,Daily,Unstable,Fresh,Never,Weak,Low,Good,1,7.263178384703563
16 - 21,Female,9 - 10 hours,2 - 4 hours,Less than 4 hours,1 - 2 times per week,Stable,Often tired,Never,Moderate,High,Good,0,4.7737712601376145
16 - 21,Male,More than 10 hours,4 - 6 hours,Less than 4 hours,1 - 2 times per week,Unstable,Exhausted,Sometimes,Strong,Low,Poor,0,6.30003728369621
16 - 21,Female,7 - 8 hours,2 - 4 hours,Less than 4 hours,Never,Neutral,Exhausted,Frequently,Strong,Medium,Poor,1,7.257493057066707
22 - 30,Female,Less than 7 hours,More than 6 hours,Less than 4 hours,Never,Unstable,Exhausted,Frequently,Strong,Medium,Good,1,6.703039739692455
30 - 45,Male,Less than 7 hours,Less than 2 hours,4 - 6 hours,Daily,Unstable,Occasionally tired,Frequently,Moderate,Low,Poor,1,6.6222292535064975
45 - 60,Male,9 - 10 hours,More than 6 hours,Less than 4 hours,Daily,Unstable,Often tired,Never,Weak,Medium,Good,0,6.247780155125031
45 - 60,Male,More than 10 hours,2 - 4 hours,4 - 6 hours,Daily,Stable,Occasionally tired,Sometimes,Moderate,High,Good,1,6.410110607896059
16 - 21,Female,Less than 7 hours,2 - 4 hours,Less than 4 hours,3 - 4 times per week,Neutral,Often tired,Never,Moderate,Low,Average,1,6.0845632449763905
16 - 21,Female,More than 10 hours,2 - 4 hours,6 - 8 hours,Never,Stable,Fresh,Frequently,Strong,High,Poor,0,5.694826204340616
